dataset_id,diameter [mm],tensile strength [MPa]
3,5.902097902,13.19350474
3,5.398601399,23.00405954
3,5.454545455,21.31258457
3,5.51048951,19.9594046
3,5.496503497,14.8849797
3,5.804195804,13.53179973
3,4.783216783,8.457374831
3,4.909090909,9.472259811
3,4.41958042,13.19350474
3,4.41958042,17.25304465
3,7.118881119,3.044654939
3,7.328671329,2.368064953
3,7.58041958,2.368064953
3,7.524475524,1.353179973
3,7.426573427,3.044654939
3,4.783216783,18.60622463
3,5.062937063,14.8849797
3,5.006993007,18.26792963
3,4.993006993,19.62110961
3,4.783216783,11.84032476
3,4.741258741,12.85520974
3,4.979020979,13.19350474
3,4.027972028,32.13802436
3,4.20979021,26.72530447
3,4.195804196,28.41677943
3,3.93006993,25.37212449
3,3.93006993,23.34235453
3,3.888111888,20.29769959
3,3.72027972,19.9594046
3,3.804195804,36.87415426
3,3.51048951,32.47631935
3,3.51048951,29.43166441
3,2.797202797,33.49120433
3,2.699300699,26.04871448
3,2.601398601,18.94451962
3,2.601398601,16.23815968
3,1.566433566,22.32746955
3,2.083916084,18.26792963
3,3.202797203,7.442489851
3,3.314685315,2.706359946
3,3.412587413,9.810554804
3,3.622377622,8.795669824
3,3.818181818,4.736129905
3,3.762237762,7.442489851
3,3.734265734,5.074424899
3,4.027972028,8.457374831
3,4.027972028,13.53179973
3,4.125874126,12.51691475
3,3.86013986,16.23815968
3,3.72027972,12.17861976
3,3.314685315,12.51691475
3,3.272727273,14.8849797
3,3.202797203,15.89986468
3,3.006993007,21.31258457
3,3.006993007,17.92963464
3,2.993006993,18.94451962
3,2.797202797,14.8849797
3,2.153846154,24.01894452
3,2.195804196,25.71041949
3,1.118881119,42.96346414
3,1.356643357,44.31664411
3,1.524475524,43.30175913
3,1.384615385,40.59539919
3,1.384615385,38.56562923
3,0.979020979,49.39106901
3,1.370629371,34.50608931
3,1.538461538,34.50608931
3,1.678321678,28.41677943
3,1.818181818,24.35723951
3,1.93006993,24.69553451
3,2.013986014,24.69553451
3,1.986013986,22.66576455
3,2.20979021,23.68064953
4,6.310192024,7.884615385
4,5.552437223,9.038461538
4,4.342688331,18.65384615
4,4.612998523,9.807692308
4,4.187592319,10
4,3.952732644,15.38461538
4,3.935007386,16.34615385
4,3.35450517,6.730769231
4,2.76070901,10
4,2.915805022,13.26923077
4,3,14.80769231
4,2.742983752,16.92307692
4,2.41506647,26.34615385
4,2.228951256,25.76923077
4,2.149187592,20.76923077
4,1.883308715,24.03846154
4,1.745937962,20.96153846
4,1.719350074,21.92307692
4,1.559822747,22.5
4,1.608567208,16.73076923
4,1.781388479,8.653846154
4,1.174298375,9.230769231
4,1.200886263,10.96153846
4,1.231905465,12.5
4,0.722304284,10.19230769
4,0.305760709,21.15384615
4,0.212703102,27.88461538
4,0.292466765,30
4,0.288035451,36.92307692
4,0.52732644,31.53846154
4,0.571639586,30.38461538
4,0.536189069,22.88461538
4,0.744460857,27.69230769
4,0.793205318,27.30769231
4,0.802067947,31.34615385
4,1.023633678,27.5
4,1.11225997,30.19230769
4,1.249630724,25.96153846
4,0.119645495,45.57692308
4,0.389955687,55.76923077
4,0.252584934,79.03846154
4,0.119645495,96.15384615
5,6.008862629,14.03846154
5,4.559822747,13.65384615
5,3.540620384,15.19230769
5,2.862629247,18.65384615
5,2.871491876,8.846153846
5,2.658788774,13.07692308
5,2.579025111,10.76923077
5,2.512555391,7.692307692
5,2.711964549,8.846153846
5,2.711964549,17.30769231
5,2.255539143,17.30769231
5,2.228951256,17.11538462
5,2.122599705,14.03846154
5,2.131462334,10.19230769
5,2.047267356,21.34615385
5,1.790251108,16.34615385
5,1.812407681,11.92307692
5,1.617429838,12.69230769
5,1.661742984,16.53846154
5,1.440177253,17.5
5,1.395864106,15.19230769
5,1.484490399,11.53846154
5,1.440177253,11.15384615
5,1.391432792,10
5,1.311669129,7.115384615
5,1.23633678,7.692307692
5,1.276218612,12.69230769
5,1.169867061,13.46153846
5,1.06351551,12.69230769
5,1.125553914,8.461538462
5,0.961595273,13.26923077
5,0.930576071,13.26923077
5,0.930576071,15.19230769
5,0.828655835,20.57692308
5,0.815361891,23.65384615
5,0.819793205,18.46153846
5,0.717872969,19.23076923
5,0.753323486,17.5
5,0.740029542,14.23076923
5,0.64254062,11.15384615
5,0.580502216,12.11538462
5,0.602658789,16.15384615
5,0.580502216,19.03846154
5,0.478581979,18.84615385
5,0.425406204,20
5,0.438700148,15.38461538
5,0.41211226,14.42307692
5,0.372230428,13.46153846
5,0.389955687,23.84615385
5,0.398818316,25
5,0.389955687,26.73076923
5,0.288035451,25.57692308
5,0.514032496,35.38461538
5,0.221565731,64.23076923
5,0.252584934,69.61538462
5,0.332348597,69.42307692
5,0.199409158,85.38461538
5,0.23929099,89.42307692
5,0.190546529,94.61538462
5,0.163958641,101.7307692
5,0.190546529,116.7307692
5,0.17282127,135.5769231
5,0.0423,140.9615385
5,0.59379616,52.69230769
5,1.280649926,34.61538462
5,1.134416544,23.65384615
5,1.067946824,21.53846154
5,0.833087149,6.538461538
5,0.611521418,5
5,1.741506647,5.769230769
5,1.781388479,22.30769231
5,1.670605613,17.5
5,1.045790251,26.73076923
5,1.262924668,26.34615385
6,1.96977661,3.435009715
6,1.99934297,3.120439092
6,2.099868594,2.516984714
6,2.129434954,2.234599254
6,2.129434954,1.841561739
6,2.129434954,1.657325404
6,2.298948752,1.172135171
6,1.928383706,1.52235701
6,1.770696452,1.983829371
6,1.729303548,1.831789364
6,1.668199737,1.781920549
6,1.668199737,1.741894135
6,1.599211564,1.445695273
6,1.569645204,1.998135979
6,1.53022339,2.29290294
6,1.46911958,2.324523621
6,1.599211564,2.52729347
6,1.599211564,2.592624905
6,1.827858081,2.767199749
6,1.800262812,3.36260078
6,1.49868594,4.250335388
6,1.46911958,4.844780775
6,1.46911958,4.947999498
6,1.368593955,6.663659398
6,1.429697766,6.587235392
6,1.329172142,6.098315135
6,1.169513798,7.362678918
6,1.130091984,6.562861733
6,1.270039422,4.481543043
6,1.429697766,3.59910909
6,1.429697766,3.544614386
6,1.169513798,4.851645121
6,1.068988173,5.077048038
6,1.128120894,4.310187916
6,1.098554534,4.299488863
6,1.02956636,4.6155683
6,1.128120894,3.041077243
6,0.929040736,4.831037475
6,0.828515112,8.131729127
6,0.931011827,8.772925184
7,0.451060348,39.07405518
7,0.49122557,25.33258126
7,0.47094237,20.84977586
7,0.561072621,12.57638793
7,0.590935244,16.64333477
7,0.64079734,13.99971823
7,0.64075775,12.84430378
7,0.631002811,7.039871768
7,0.67031817,7.789047629
7,0.709652005,8.77338938
7,0.726575346,7.169529498
7,0.770083271,6.5158116
7,0.770134737,7.556263245
7,0.799885189,7.79667287
7,0.829568339,6.811479347
7,0.869906436,6.508327086
7,0.910157436,4.970434727
7,0.889879515,3.399699822
7,0.770022566,5.288254585
7,0.749823825,4.732001571
7,0.710588965,5.802149042
7,0.959994457,4.072536306
7,1.009805086,3.012872076
7,1.069360096,4.140733787
7,1.000414374,4.96848373
7,1.109526637,2.366990019
7,1.238916822,1.485703897
7,1.270026525,3.946885612
7,1.12999195,5.159370323
7,0.801063647,9.970143007
7,0.789408396,10.5716778
7,0.750161659,11.93191635
7,0.759742402,12.29134341
7,0.77039867,12.88754374
7,0.890231865,8.732311842
7,0.890386265,11.06641444
7,0.930763952,10.94968895
7,0.840612587,14.00690909
7,0.611417712,25.92563845
7,1.129985352,5.097418191
8,0.550627615,8.986343469
8,0.559832636,12.80062292
8,0.630125523,10.63910403
8,0.640167364,9.484530254
8,0.670292887,8.567694883
8,0.679497908,7.037843366
8,0.720502092,4.76691266
8,0.710460251,4.110276282
8,0.769874477,4.976392831
8,0.80083682,5.300579297
8,0.830125523,5.150783588
8,0.881171548,4.893224581
8,0.959832636,2.441878082
8,0.989958159,3.047942145
8,0.870292887,5.709363939
8,0.849372385,5.872809602
8,0.810041841,7.123594584
8,0.830125523,7.127668838
8,0.829288703,7.832641848
8,0.789958159,9.032560117
8,0.729707113,10.13979289
8,0.730543933,11.00646047
8,0.690376569,15.52358833
8,0.630125523,15.42355317
8,0.720502092,8.041155699
8,0.730543933,8.477316359
8,0.769874477,7.443502836
8,0.759832636,6.905534407
8,0.949790795,5.347784388
8,0.909623431,6.525337307
8,0.879497908,8.240300539
8,0.840167364,9.525617917
8,0.829288703,10.10428972
8,0.810041841,10.76158005
8,0.870292887,10.6926816
8,0.919665272,9.235553745
8,0.989121339,7.434749477
8,1.069456067,7.55082921
8,1.089539749,5.32729634
8,0.959832636,5.955469323
9,0.1,372.1194879
9,0.1,317.4964438
9,0.1,281.6500711
9,0.11980198,284.4950213
9,0.10990099,228.1650071
9,0.11039604,219.6301565
9,0.09950495,248.0796586
9,0.1,199.1465149
9,0.10990099,157.6102418
9,0.11980198,165.5761024
9,0.11980198,158.7482219
9,0.11980198,151.9203414
9,0.10990099,140.5405405
9,0.11980198,105.2631579
9,0.14009901,110.9530583
9,0.15,84.21052632
9,0.13960396,146.799431
9,0.14009901,179.2318634
9,0.15,194.5945946
9,0.16980198,121.1948791
9,0.15990099,102.9871977
9,0.18019802,108.6770982
9,0.18019802,93.88335704
9,0.179207921,87.05547653
9,0.18019802,76.81365576
9,0.18960396,75.10668563
9,0.19009901,62.58890469
9,0.209405941,56.89900427
9,0.20990099,44.95021337
9,0.24009901,39.26031294
9,0.27029703,47.79516358
9,0.24950495,68.27880512
9,0.20990099,103.5561878
9,0.26980198,29.58748222
9,0.3,14.79374111
9,0.30990099,24.46657183
9,0.33019802,23.89758179
9,0.34009901,13.65576102
9,0.37970297,34.13940256
9,0.39950495,21.05263158
9,0.44009901,13.65576102
9,0.46980198,12.51778094
9,0.5,6.258890469
9,0.55,7.396870555
9,0.58019802,7.396870555
9,0.66039604,5.689900427
10,0.338098543,19.79138776
10,0.409021513,13.55945401
10,0.429424011,11.26334421
10,0.429424011,8.179354706
10,0.488688411,9.525887899
10,0.509090909,6.934502505
10,0.547952811,8.149323978
10,0.569326856,7.296806497
10,0.589729355,6.542691445
10,0.618875781,6.412140883
10,0.648993754,6.248804691
10,0.629562804,5.493756159
10,0.569326856,4.967410172
10,0.639278279,3.722330293
10,0.688827203,2.148688302
10,0.688827203,2.968898275
10,0.698542679,3.494060336
10,0.759750173,1.953499957
10,0.7888966,2.249458582
10,0.838445524,1.561643362
10,0.838445524,2.513086931
10,0.838445524,3.202063309
10,0.858848022,3.333775029
10,0.880222068,3.399892718
10,0.87925052,4.154463126
10,0.848160999,4.186542956
10,0.920055517,1.76040625
10,0.929770992,1.530975136
10,0.929770992,2.088717918
10,0.919083969,2.77744385
10,0.909368494,3.531809348
10,0.928799445,4.418091476
10,0.968632894,2.38490422
10,1.008466343,4.026257648
10,1.028868841,2.484741021
10,1.098820264,3.536249069
10,1.158084663,1.601942367
10,1.168771686,3.734738744
10,1.249410132,4.753688839
10,1.278556558,3.310802319
10,0.958917418,6.288876017
10,0.900624566,5.631341971
10,0.889937543,5.663899924
10,0.868563498,5.499357037
10,0.868563498,6.385183809
10,0.899653019,7.501397943
10,0.839417071,6.614159568
10,0.819014573,6.482447848
10,0.809299098,6.350986574
10,0.7888966,5.497490078
10,0.779181124,6.087813581
10,0.7888966,6.67859244
10,0.798612075,7.433413294
10,0.7888966,8.351820786
10,0.769465649,11.23850454
10,0.739347675,7.464832857
10,0.739347675,7.038323671
10,0.739347675,6.775856479
10,0.698542679,6.971750625
10,0.698542679,7.726343801
10,0.67814018,8.185183263
10,0.59944483,9.233207837
10,0.59944483,9.790950619
10,0.59944483,10.80801099
10,0.708258154,11.33549536
10,0.65870923,12.18735258
10,0.589729355,15.04006677
11,0.124390244,323.8779174
11,0.150522648,331.059246
11,0.175609756,335.3680431
11,0.224738676,323.8779174
11,0.150522648,291.561939
11,0.149477352,252.064632
11,0.150522648,178.8150808
11,0.175609756,209.6947935
11,0.225783972,203.2315978
11,0.225783972,235.5475763
11,0.25087108,80.43087971
11,0.31358885,62.47755835
11,0.31358885,74.68581688
11,0.31358885,105.5655296
11,0.363763066,107.7199282
11,0.387804878,92.63913824
11,0.400348432,102.6929982
11,0.387804878,74.68581688
11,0.375261324,50.98743268
11,0.400348432,50.98743268
11,0.437979094,29.44344704
11,0.437979094,37.34290844
11,0.451567944,32.31597846
11,0.475609756,28.00718133
11,0.464111498,53.14183124
11,0.513240418,42.36983842
11,0.538327526,42.36983842
11,0.563414634,15.7989228
11,0.563414634,35.90664273
11,0.563414634,50.26929982
11,0.513240418,91.20287253
11,0.638675958,49.55116697
11,0.650174216,30.16157989
11,0.663763066,22.98025135
11,0.688850174,14.36265709
11,0.700348432,20.82585278
11,0.687804878,23.6983842
11,0.688850174,36.62477558
11,0.776655052,12.20825853
11,0.825783972,11.49012567
11,0.818466899,16.51705566
11,0.814285714,28.00718133
11,0.85087108,24.41651706
11,0.875958188,18.67145422
11,0.888501742,18.67145422
11,0.97630662,24.41651706
11,1.10174216,5.745062837
11,1.214634146,5.026929982
11,1.27630662,35.18850987
11,1.414285714,22.98025135
11,1.427874564,10.77199282
11,0.663763066,28.72531418
11,0.650174216,25.85278276
12,0.270627465,50.88825215
12,0.450663196,46.59025788
12,0.431711117,43.83954155
12,0.470602401,36.36103152
12,0.389946884,34.46991404
12,0.360962943,33.86819484
12,0.340845082,35.58739255
12,0.360856471,28.7965616
12,0.401146332,27.93696275
12,0.380902148,23.63896848
12,0.290285149,27.24928367
12,0.30885465,11.7765043
12,0.409768789,18.65329513
12,0.42976935,11.34670487
12,0.459922682,7.650429799
12,0.500268487,9.455587393
12,0.540576394,9.455587393
12,0.480192131,13.15186246
12,0.510460959,14.95702006
12,0.540733396,16.93409742
12,0.560881936,16.67621777
12,0.612475913,14.26934097
12,0.632680396,16.67621777
12,0.660363209,15.3008596
12,0.759745228,9.197707736
12,0.870575733,8.424068768
12,0.879447226,11.00286533
12,0.860601619,13.32378223
12,0.88074294,12.72206304
12,0.889590974,14.18338109
12,0.890883079,15.73065903
12,0.860688241,17.44985673
12,0.800244425,18.30945559
12,0.850705104,21.91977077
12,0.850732173,23.20916905
12,0.690716854,21.14613181
12,0.670566509,21.31805158
12,0.640371671,23.03724928
12,0.581160408,22.60744986
12,0.529589891,26.13180516
12,0.600199109,29.48424069
12,0.631918848,40.40114613
12,0.72115712,31.11747851
12,1.051174504,30.94555874
12,0.960191169,17.10601719
12,1.071041524,17.27793696
12,1.111219499,11.08882521
12,1.191770349,7.994269341
12,1.191750498,7.048710602
12,1.281174645,6.618911175
12,1.220905877,15.81661891
12,1.661508338,3.180515759
13,0.998875141,159.6762848
13,0.701912261,105.9249944
13,0.602924634,90.63214785
13,0.494938133,83.66217639
13,0.899887514,71.05438941
13,0.998875141,62.2791126
13,0.998875141,34.38708176
13,1.196850394,40.22984434
13,1.29583802,26.73091715
13,1.403824522,28.52736676
13,1.700787402,14.12313017
13,1.997750281,21.76259539
13,2.402699663,41.77048965
13,2.600674916,27.36903629
13,2.996625422,21.28463858
13,2.996625422,10.93759488
13,3.20359955,17.45491165
13,3.50056243,23.51982673
13,3.995500562,21.03161751
13,4.301462317,14.05000708
14,0.490599821,65.49815498
14,0.490599821,55.04305043
14,0.54789615,45.81795818
14,0.598030439,42.12792128
14,0.741271262,38.43788438
14,0.741271262,27.98277983
14,0.719785139,23.06273063
14,0.798567592,15.06765068
14,0.841539839,18.75768758
14,0.895255148,23.67773678
14,0.895255148,26.75276753
14,0.841539839,26.13776138
14,0.941808415,29.21279213
14,0.895255148,36.59286593
14,0.895255148,42.12792128
14,0.941808415,34.74784748
14,0.999104745,35.6703567
14,0.999104745,21.52521525
14,1.095792301,26.13776138
14,1.095792301,17.83517835
14,1.192479857,14.7601476
14,1.249776186,23.06273063
14,1.296329454,26.13776138
14,1.192479857,27.36777368
14,1.192479857,31.05781058
14,1.09221128,61.19311193
14,1.443151298,42.12792128
14,1.385854969,21.21771218
14,1.597135184,18.75768758
14,1.797672337,16.29766298
14,1.797672337,21.83271833
14,1.894359893,26.75276753
14,1.994628469,19.37269373
14,2.094897046,21.52521525
14,2.145031334,28.90528905
14,2.188003581,27.98277983
14,2.288272158,16.60516605
14,2.345568487,20.60270603
14,2.800358102,17.83517835
14,2.893464637,23.06273063
14,2.993733214,11.99261993
14,3.190689346,26.75276753
14,3.387645479,16.91266913
14,3.387645479,11.0701107
14,3.484333035,8.917589176
14,3.989256938,17.83517835
14,0.798567592,48.89298893
14,1.797672337,19.06519065
14,6.709326072,22.18798151
15,5.999319265,16.33281972
15,5.303607897,23.42064715
15,4.27910143,12.94298921
15,3.464261402,27.11864407
15,2.840027229,18.798151
15,2.697072839,21.26348228
15,2.496936692,31.74114022
15,2.406398911,24.65331279
15,2.201497617,31.74114022
15,2.091899251,22.18798151
15,1.80599047,17.25731895
15,1.839346494,29.27580894
15,1.653505786,11.71032357
15,1.472430225,28.35130971
15,1.472430225,53.0046225
15,1.215112321,41.91063174
15,1.000680735,56.70261941
15,0.795779442,47.45762712
15,0.872021784,35.74730354
15,1.143635126,26.81047766
15,1.091218516,14.17565485
15,0.886317223,23.72881356
15,0.543226685,27.11864407
15,0.395507148,109.3990755
15,0.395507148,159.0138675
16,5.803948264,24.03697997
16,5.203539823,30.20030817
16,5.093941457,30.20030817
16,4.288631722,20.64714946
16,3.831177672,33.59013867
16,3.778761062,16.02465331
16,2.744724302,36.97996918
16,1.991831178,32.97380586
16,1.739278421,54.85362096
16,1.796460177,41.60246533
16,1.501021103,61.94144838
17,0.385976855,132.5115562
17,0.390742001,105.3929122
17,0.276378489,103.8520801
17,0.281143635,96.7642527
17,0.185840708,92.14175655
17,0.590878148,81.66409861
17,0.481279782,76.73343606
17,0.385976855,71.18644068
17,0.281143635,63.17411402
17,0.390742001,54.85362096
17,0.390742001,44.06779661
17,0.390742001,39.13713405
17,0.281143635,41.91063174
17,0.281143635,28.96764253
17,0.481279782,20.64714946
17,0.576582709,31.43297381
17,0.681415929,44.37596302
17,0.791014295,66.56394453
17,0.681415929,11.40215716
17,0.881552076,7.704160247
17,0.991150442,7.704160247
17,1.396187883,27.73497689
17,1.486725664,13.55932203
17,1.59632403,21.57164869
17,1.996596324,29.89214176
17,1.796460177,5.546995378
17,2.487406399,10.16949153
17,2.196732471,17.87365177
17,1.59632403,14.79198767
17,1.181756297,20.33898305
17,1.186521443,24.34514638
18,3.983662355,9.861325116
18,3.411844792,17.25731895
18,3.011572498,15.40832049
18,2.801906059,15.7164869
18,2.549353302,14.79198767
18,2.149081007,13.55932203
18,1.891763104,9.861325116
18,1.80599047,8.628659476
18,1.801225323,3.081664099
18,1.405718176,6.471494607
18,0.600408441,14.79198767
18,0.600408441,21.57164869
18,0.61470388,66.56394453
18,0.490810075,89.67642527
18,0.995915589,15.7164869
18,0.786249149,20.64714946
18,0.805309735,27.73497689
18,1.08645337,11.09399076
18,2.00136147,16.02465331
18,2.301565691,15.10015408
18,1.005445882,20.33898305
18,0.791014295,8.628659476
18,1.267528931,16.94915254
19,4.497991968,13.03448276
19,3.497322624,16.26206897
19,2.674029451,17.00689655
19,2.590361446,18.62068966
19,2.443105756,19.11724138
19,2.145247657,17.13103448
19,2.195448461,19.9862069
19,2.252342704,21.6
19,2.141900937,31.65517241
19,1.793842035,32.15172414
19,1.793842035,28.17931034
19,1.586345382,27.1862069
19,1.586345382,25.07586207
19,1.589692102,21.6
19,1.589692102,18.24827586
19,1.696787149,14.15172414
19,1.797188755,16.0137931
19,1.900937082,14.52413793
19,1.994645248,20.60689655
19,1.797188755,21.10344828
19,1.194779116,44.68965517
19,1.08768407,37.24137931
19,1.198125837,32.15172414
19,1.295180723,33.14482759
19,1.09103079,27.1862069
19,1.104417671,20.11034483
19,1.047523427,18.62068966
19,1.08768407,18.12413793
19,1.08768407,15.64137931
