dataset_id,diameter [mm],tensile strength [MPa]
19,1.141231593,16.13793103
19,1.194779116,16.13793103
19,1.25167336,16.13793103
19,1.295180723,15.76551724
19,1.39892905,13.65517241
19,1.492637216,13.15862069
19,1.495983936,14.52413793
19,1.479250335,18.74482759
19,1.352074967,18.74482759
19,1.331994645,22.71724138
19,1.198125837,12.53793103
19,1.194779116,11.04827586
19,1.144578313,9.186206897
19,1.08768407,7.572413793
19,1.08768407,14.15172414
19,0.993975904,14.52413793
19,0.900267738,14.15172414
19,0.850066934,12.66206897
19,0.796519411,10.17931034
19,0.696117805,10.55172414
19,0.796519411,18.62068966
19,0.900267738,17.62758621
19,0.900267738,19.24137931
19,0.903614458,20.60689655
19,0.846720214,20.60689655
19,0.793172691,21.6
19,0.692771084,21.6
19,0.642570281,21.10344828
19,0.592369478,21.6
19,0.498661312,20.60689655
19,0.692771084,23.5862069
19,0.793172691,24.57931034
19,0.850066934,25.69655172
19,0.796519411,33.64137931
19,0.796519411,35.87586207
19,0.692771084,34.63448276
19,0.692771084,38.23448276
19,0.589022758,34.0137931
19,0.589022758,29.66896552
19,0.495314592,29.66896552
19,0.344712182,36.74482759
19,0.421686747,50.27586207
19,0.247657296,73.6137931
19,0.900267738,48.16551724
19,0.793172691,43.94482759
19,0.990629183,20.73103448
19,4.504685408,8.813793103
19,4.196787149,19.24137931
19,3.995983936,9.55862069
19,3.487282463,10.55172414
19,2.918340027,22.46896552
19,2.402945114,27.1862069
19,2.489959839,32.15172414
19,2.302543507,13.77931034
19,2.081659973,13.77931034
19,1.706827309,29.91724138
19,1.285140562,30.91034483
19,1.305220884,44.56551724
19,1.157965194,42.57931034
19,0.736278447,40.34482759
19,0.843373494,31.65517241
19,0.508701473,32.15172414
19,0.301204819,40.59310345
19,0.441767068,22.22068966
19,1.104417671,23.71034483
19,0.990629183,23.71034483
19,1.41231593,15.51724138
19,1.506024096,16.0137931
19,1.017402945,18.74482759
19,0.602409639,23.71034483
19,0.649263722,22.46896552
19,1.111111111,17.00689655
19,2.590361446,19.73793103
19,2.489959839,20.97931034
19,0.997322624,19.73793103
19,0.742971888,22.96551724
19,0.702811245,28.67586207
19,0.589022758,25.2
19,0.796519411,43.32413793
19,1.298527443,38.85517241
20,4.300535475,12.4137931
20,3.410307898,14.77241379
20,3.259705489,16.88275862
20,3.299866131,20.85517241
20,3.500669344,22.34482759
20,4.002677376,28.92413793
20,3.002008032,27.31034483
20,2.409638554,33.88965517
20,2.095046854,26.93793103
20,2.095046854,43.44827586
20,2.001338688,16.3862069
20,2.50334672,19.24137931
20,2.5,17.87586207
20,2.647255689,16.26206897
20,2.704149933,16.26206897
20,1.703480589,18.74482759
20,1.703480589,26.06896552
20,1.800535475,25.44827586
20,1.593038822,36
20,1.593038822,38.11034483
20,1.703480589,37.48965517
20,1.40562249,49.53103448
20,1.298527443,37.9862069
20,1.445783133,33.39310345
20,1.201472557,39.47586207
20,1.09437751,41.46206897
20,1.09437751,42.57931034
20,1.000669344,42.95172414
20,0.906961178,42.95172414
20,0.906961178,45.43448276
20,0.853413655,44.93793103
20,0.796519411,45.93103448
20,0.853413655,48.91034483
20,1.000669344,48.53793103
20,1.054216867,39.10344828
20,0.906961178,39.47586207
20,0.799866131,40.59310345
20,0.799866131,37.9862069
20,0.702811245,40.59310345
20,0.592369478,41.46206897
20,0.595716198,43.07586207
20,0.592369478,45.06206897
20,0.589022758,48.7862069
20,0.502008032,60.08275862
20,0.297858099,85.03448276
20,0.445113788,39.10344828
20,0.498661312,39.97241379
20,0.555555556,36
20,0.592369478,26.93793103
20,0.799866131,15.88965517
20,1.000669344,21.97241379
20,1.09437751,21.47586207
20,1.298527443,21.72413793
20,1.40896921,21.22758621
20,1.499330656,21.72413793
20,1.445783133,24.95172414
20,1.40562249,26.8137931
20,1.301874163,25.94482759
20,1.301874163,24.95172414
20,1.258366801,25.94482759
20,1.204819277,24.45517241
20,1.201472557,27.93103448
20,1.147925033,27.31034483
20,1.09437751,28.42758621
20,1.09437751,30.4137931
20,1.09437751,32.27586207
20,1.054216867,31.90344828
20,1.000669344,29.91724138
20,1.144578313,34.3862069
20,1.298527443,28.92413793
20,0.947121821,26.44137931
21,0.4,10.14276095
21,0.55,4.762862882
21,0.25,42.92201824
21,0.6,1.707534577
21,0.3,12.25884355
21,0.4,18.88366579
21,0.35,20.47045674
21,0.4,21.82876918
21,0.25,27.29309142
21,0.4,31.1235277
21,0.3,18.93102497
21,0.3,25.88496241
21,0.3,37.31548671
21,0.25,18.36469409
21,1.2,21.0632763
21,1.5,32.27049888
21,0.35,16.72269387
21,0.6,41.18429143
21,0.45,36.78974009
21,0.3,31.5282727
21,0.5,6.851724915
21,0.5,23.1775962
21,0.45,13.0341023
21,0.5,32.53345702
21,0.4,13.6707523
21,0.5,22.57861106
21,0.35,28.45738583
21,0.45,40.11321461
21,0.4,14.31857419
21,0.4,8.598009683
21,0.35,26.06239266
21,0.5,13.81414802
21,0.25,7.905260663
21,0.5,15.40739299
21,0.35,29.34086702
21,0.3,15.04965217
21,0.25,9.254176004
21,0.95,19.5712186
21,1.5,27.9545408
22,0.65,9.621544177
22,0.45,13.43052738
22,0.6,12.2874634
22,0.5,9.890196447
22,0.45,12.25764405
22,0.3,14.48546275
22,0.5,12.84075467
22,0.5,7.643866862
22,0.6,11.73285688
22,0.55,10.89346286
22,0.6,14.81348004
22,0.6,5.188021914
22,0.75,9.663783009
22,0.65,8.524520621
22,0.55,7.914567914
22,0.55,3.700498396
22,0.65,10.92773531
22,0.65,9.924603512
22,0.5,8.450331066
22,0.4,7.76495546
22,0.5,20.49751105
22,0.5,11.22803241
22,0.6,13.42113287
22,0.2,5.81422541
22,0.5,10.20430977
22,0.55,9.210018286
22,0.7,5.049634427
22,0.75,2.310316232
22,0.55,11.10785255
22,0.3,10.00752444
22,0.65,7.76000757
22,0.5,5.325572844
22,0.45,9.023469532
22,0.65,7.955465276
22,0.6,9.09870835
22,0.7,6.351763304
22,0.5,12.87975563
22,0.6,9.204617613
22,0.45,8.337987245
22,0.5,10.43581231
22,0.25,23.4421633
22,0.35,7.153212781
22,0.75,2.211915438
22,0.3,10.75353397
22,0.65,4.445055933
22,0.55,3.737230233
22,0.5,6.054649247
22,0.5,5.709074043
22,0.4,8.572819592
22,0.5,7.096613419
22,0.5,6.657771521
22,0.4,10.57016038
22,0.75,3.227886544
22,0.25,25.55989038
22,0.3,9.895504003
22,0.45,10.5160738
22,0.3,16.78111309
22,0.45,11.31345245
22,0.5,6.968004041
22,0.45,7.280359467
22,0.25,9.504181132
22,0.45,5.672187751
22,0.35,3.593963521
22,0.25,20.60714414
22,0.85,13.19942967
22,0.75,8.403497016
22,0.6,7.439726414
22,0.75,8.020303656
22,0.8,7.467426415
22,0.75,4.770109901
22,0.35,33.87601094
22,0.7,6.442375266
22,0.5,26.06719143
22,0.65,13.9305655
22,0.6,15.12771957
22,0.65,10.67175609
22,0.9,11.25981725
22,0.9,9.956718302
22,0.7,8.325326685
22,0.6,13.54695082
22,0.5,9.316693421
22,0.5,7.057129069
22,0.4,14.6112639
22,0.7,7.045389688
22,0.65,9.819768406
22,0.6,10.56856543
22,0.5,14.65437855
22,0.7,6.729318283
22,0.55,17.55870943
22,0.5,10.65077697
22,0.55,6.601494283
22,0.75,6.970766677
22,0.6,9.469244872
22,0.5,13.61944883
22,0.65,9.882200539
22,0.6,10.12304273
22,0.4,8.488158049
22,0.3,26.8421788
22,0.5,8.895183514
22,0.6,6.70792107
22,0.55,5.406392866
22,0.75,3.509697676
22,0.75,3.519750278
22,0.45,6.473417482
22,0.4,10.4171683
22,0.55,6.63970197
22,0.5,11.3440321
22,0.35,8.239117491
22,0.5,6.695676214
22,0.65,4.876920667
22,0.55,5.30264586
22,0.8,6.603248627
22,0.65,6.475669537
22,0.7,5.965878486
22,0.5,4.828781141
22,0.5,4.807978892
22,0.5,7.258998587
22,0.75,8.8931575
22,0.8,10.34382602
22,0.5,17.92692535
22,0.7,11.72348802
22,0.65,12.62010504
22,0.9,9.529204717
22,0.6,7.073471922
22,0.6,9.067162369
22,0.7,9.937970741
22,0.75,8.534970393
22,0.6,9.032727511
22,0.5,5.834160424
22,0.45,15.01215556
22,0.7,7.885258595
22,0.65,8.785601563
22,0.65,4.634727559
22,0.6,8.134164799
22,0.9,5.406513748
22,0.55,11.42118177
22,0.4,15.21378463
22,0.6,11.36488904
22,0.45,10.03548051
22,0.5,4.605721968
22,0.65,6.006762412
22,0.5,5.80188957
22,0.65,5.59661763
22,0.5,4.08086383
22,0.7,4.638841187
22,0.45,10.23719878
22,0.55,4.760987648
23,1.7,8.614425294
23,1.2,6.932788514
23,1.2,12.78991187
23,1,17.73690585
23,1.1,14.70434545
23,1,18.76876836
23,1,14.45475666
23,1.1,10.74627383
23,1,13.21313629
23,1,18.45213205
23,0.6,9.126488841
23,0.4,12.82811923
23,0.5,16.10160316
23,0.5,20.99632611
23,0.5,7.655421477
23,0.6,18.08205156
23,0.6,12.35609721
23,0.8,15.06308066
23,0.9,9.656646366
23,0.8,13.16653251
23,0.9,17.92267962
23,0.5,4.284136345
23,0.8,5.711772117
23,1,16.2435978
23,0.5,1.788693954
23,0.8,10.73165029
23,0.7,10.49799593
23,0.9,11.02703859
23,0.6,14.05837673
23,0.8,19.94716545
23,0.55,14.953755
23,0.8,5.9462473
23,0.4,2.913857937
23,0.4,12.39172593
23,0.3,3.960241148
23,0.2,28.43836609
23,0.2,18.70519533
23,0.7,9.483966818
23,1,9.078350973
23,0.9,8.115007807
23,0.9,7.580620556
23,0.8,8.633521332
23,0.65,6.408559095
23,0.6,5.276690263
23,0.6,6.75846467
23,0.6,1.465048993
23,0.4,9.909978038
23,0.4,2.49931666
23,0.5,3.474572188
23,0.3,3.173337426
23,1,1.419227441
23,0.5,1.154663126
24,0.108576542,32.55689424
24,0.128849682,33.62784471
24,0.158578801,34.91298527
24,0.158497456,30.09370817
24,0.172008062,30.52208835
24,0.180055857,27.30923695
24,0.308328889,26.77376171
24,0.170520341,22.38286479
24,0.13949873,24.52476573
24,0.119292474,27.41633199
24,0.119214743,22.81124498
24,0.150144163,15.20749665
24,0.159591103,14.88621151
24,0.178450637,12.20883534
24,0.168976581,10.92369478
24,0.189206338,9.424364123
24,0.209412594,6.532797858
24,0.209398133,5.676037483
24,0.239148944,8.246318608
24,0.229781542,13.27978581
24,0.208177948,13.38688086
24,0.221699401,14.45783133
24,0.219031264,16.38554217
24,0.217724311,18.95582329
24,0.228545088,20.02677376
24,0.299968366,11.45917001
24,0.307956507,4.712182062
24,0.339012464,4.605087015
24,0.368678314,2.141900937
24,0.368739775,5.78313253
24,0.397067942,4.06961178
24,0.399799347,5.890227577
24,0.421386672,4.819277108
24,0.430819151,3.641231593
24,0.419991142,2.141900937
24,0.498316145,2.463186078
24,0.548278636,2.463186078
24,0.548312982,4.497991968
24,0.579338208,2.570281124
24,0.59827728,4.605087015
24,0.619893528,5.247657296
24,0.609029366,1.606425703
24,0.659002702,2.248995984
24,0.839946131,2.141900937
24,0.900711322,2.141900937
24,0.549726588,8.246318608
24,0.498430029,9.210174029
25,0.20060241,7.54698017
25,0.199246988,11.9602468
25,0.199246988,13.89781408
25,0.20060241,18.52652807
25,0.20060241,20.46409535
25,0.199246988,23.04743733
25,0.199246988,25.52321774
25,0.199246988,27.24549976
25,0.24939759,29.40135137
25,0.253463855,34.35315536
25,0.20060241,33.81178103
25,0.20060241,39.19391236
25,0.20060241,44.03783055
25,0.20060241,48.45117823
25,0.150451807,56.52137614
25,0.150451807,62.97993373
25,0.150451807,69.33084869
25,0.24939759,40.70382715
25,0.300903614,42.64447456
25,0.300903614,45.98139598
25,0.349698795,47.1683829
25,0.399849398,46.95609672
25,0.351054217,38.23412595
25,0.349698795,31.88312994
25,0.398493976,31.13254957
25,0.399849398,28.54920759
25,0.399849398,25.42757143
25,0.45,29.41334769
25,0.349698795,16.92080486
25,0.349698795,19.50422789
25,0.310391566,19.93244777
25,0.302259036,17.7791089
25,0.302259036,15.19568587
25,0.299548193,12.18153021
25,0.299548193,10.45924819
25,0.299548193,9.382821923
25,0.299548193,6.368828381
25,0.299548193,3.570120093
25,0.250753012,4.535985708
25,0.24939759,7.33461294
25,0.24939759,8.303396579
25,0.248042169,12.60902058
25,0.248042169,15.19244362
25,0.24939759,17.66830508
25,0.24939759,21.22051176
25,0.349698795,3.357833919
25,0.351054217,10.67761358
25,0.399849398,1.746193601
25,0.399849398,3.576118251
25,0.399849398,5.728970781
25,0.398493976,7.666457001
25,0.398493976,8.419955387
25,0.399849398,12.7257415
25,0.399849398,14.55566615
25,0.398493976,16.38550975
25,0.45,13.05166846
25,0.448644578,7.238885575
25,0.45,5.193756728
25,0.45,3.256189451
25,0.45,1.964477933
25,0.500150602,1.75219176
25,0.500150602,2.936260651
25,0.500150602,4.120329542
25,0.501506024,8.210830405
25,0.500150602,11.22474289
25,0.498795181,14.13101275
25,0.498795181,14.66922588
25,0.548945783,12.84230031
25,0.550301205,23.39135876
25,0.550301205,7.675535295
25,0.550301205,4.553899127
25,0.550301205,1.862833465
25,0.600451807,2.942258809
25,0.600451807,4.44925558
25,0.600451807,6.494465483
25,0.600451807,8.647318013
25,0.600451807,9.185531145
25,0.65060241,6.820392442
25,0.69939759,1.118251261
25,0.750903614,4.565895444
25,0.750903614,6.503462721
25,0.750903614,13.28494819
25,0.69939759,13.38951068
25,0.20060241,48.88174874
25,0.399849398,28.01099446
25,0.548945783,2.616250794
26,0.551666667,3.229787372
26,0.602166667,6.998162052
26,0.190666667,2.731839455
26,0.268,1.75499436
26,0.4955,1.057920343
26,0.519833333,11.59560689
26,0.1605,1.977060851
26,0.169333333,3.108302255
26,0.766833333,4.780873162
26,0.748166667,14.13463693
26,0.3695,0.391679213
26,0.273666667,2.703108251
26,0.731333333,3.577983737
26,0.961,3.479787261
26,0.369,1.224979108
26,0.299166667,2.418425063
26,0.745833333,2.485743803
26,0.7225,4.3343287
26,0.281666667,1.733257011
26,0.182333333,3.255344096
27,0.303666667,62.71378373
27,0.063166667,41.16460095
27,0.186333333,82.95099751
27,0.238666667,75.28330319
27,0.477,17.43136559
27,0.3505,43.39473443
27,0.072166667,27.87030221
27,0.1645,12.84520268
27,0.314166667,16.57650763
27,0.494333333,11.34302149
27,0.101333333,35.3386798
27,0.081166667,40.19925754
27,0.209333333,30.15995534
27,0.153666667,62.81692928
27,0.0925,12.35107462
27,0.089833333,18.77509099
28,0.236166667,11.82504164
28,0.263,25.10805041
28,0.082833333,21.52572715
28,0.097,8.119287138
28,0.369666667,16.82702274
28,0.292333333,24.22556879
28,0.118833333,40.75416454
28,0.111333333,8.834015271
28,0.306833333,19.09588274
28,0.329833333,18.17575612
28,0.121333333,17.81628212
28,0.072,19.89436789
28,0.582833333,6.424394067
28,0.522833333,8.668220597
28,0.161666667,8.768830109
28,0.222666667,6.599831177
28,0.394666667,12.01618367
28,0.416166667,10.29944138
28,0.128833333,7.210767376
28,0.138333333,5.921700539
29,0.846,3.570399106
29,0.9585,5.177650742
29,0.41,1.507285362
29,0.374666667,2.458041984
29,0.7575,0.401627479
29,0.5835,2.969264598
29,0.280166667,2.465589549
29,0.239833333,4.117219071
29,0.887833333,2.989879219
29,1.197833333,3.075713565
29,0.401333333,0.861640595
29,0.459333333,1.39401091
29,0.326833333,1.799841989
29,0.582666667,6.116792279
29,0.1555,3.633276272
29,0.208833333,12.26195641
29,0.695,3.205339861
29,0.933166667,5.35292814
29,0.231,4.223372864
29,0.2375,2.212121447
30,0.741333333,1.051813922
30,0.648833333,5.28065812
30,0.2935,2.098854109
30,0.2625,1.607573194
30,0.552833333,4.390988374
30,0.571166667,12.20038075
30,0.283,4.053941039
30,0.303333333,5.452128276
30,0.225666667,46.20375343
30,0.234666667,119.9288192
30,0.097,35.58954196
30,0.165333333,8.943149768
30,0.728,5.837859433
30,0.732,9.78292724
30,0.064833333,29.68516672
30,0.079166667,18.28386094
30,0.43,3.64963201
30,0.409666667,6.75968668
30,0.126333333,8.775399428
30,0.160833333,9.155265367
31,1.065,7.485253177
31,2.058333333,3.505909299
31,0.315333333,11.16572276
31,0.234,1.929996388
31,0.247,4.445246161
31,0.708333333,5.143852515
31,0.153666667,4.313608877
31,0.619,7.403618076
31,1.250833333,6.545296051
31,0.185,13.61594371
31,0.197666667,4.725102605
31,1.260666667,3.330347898
31,1.689,6.261487742
31,0.2095,6.817261078
31,0.190333333,4.112124673
31,1.983833333,3.560973311
31,2.900666667,5.206533357
31,0.202166667,13.55127862
31,0.129833333,10.04591143
32,0.6355,5.867125553
32,0.811333333,7.617056764
32,0.3385,1.944602417
32,0.274333333,2.165523631
32,1.215333333,9.765868593
32,1.416333333,10.93488019
32,0.238,5.169922592
32,0.3785,2.035231582
32,0.464666667,7.324005747
32,0.670166667,8.439628069
32,0.2385,5.48402513
32,0.1765,5.395039521
32,0.702166667,5.244929133
32,0.8315,9.686599763
32,0.370833333,4.916398866
32,0.379333333,1.468845753
32,0.515,5.482286964
32,0.7205,7.581255851
32,0.277333333,4.237853514
32,0.379833333,2.056268819
33,0.5615,3.598224874
33,0.612166667,12.19734229
33,0.251833333,3.071673999
33,0.242,2.565437236
33,0.481,7.181753216
33,0.386,22.37201756
33,0.136166667,5.01292684
33,0.622333333,3.086949924
33,0.803166667,9.264923806
33,0.258666667,2.987643939
33,0.514333333,3.393203396
33,0.466166667,3.486138623
33,0.4065,9.855066593
33,0.297833333,2.770261864
33,0.1565,4.574715673
33,0.516666667,12.79228143
33,0.799333333,22.29097606
33,0.162666667,4.76374141
33,0.420333333,2.147527427
34,0.25,37.26008204
34,0.244666667,54.08874047
34,0.0865,22.12184046
34,0.063666667,23.87258706
34,0.205833333,43.6660913
34,0.1785,40.64008716
34,0.0865,21.10083244
34,0.085166667,10.70780994
34,0.125166667,167.2546173
34,0.2305,31.56123829
34,0.183833333,13.14882731
34,0.077166667,31.43170734
34,0.239,50.93314822
34,0.299,32.92725839
34,0.078333333,11.82746739
34,0.073166667,27.11367776
34,0.2435,46.44818058
34,0.203833333,65.70289205
34,0.0525,39.26543721
34,0.058,52.61007631
35,0.202666667,0.929965258
35,0.600666667,0.78342248
35,0.15,1.754241151
35,0.139166667,2.235211306
35,0.724833333,0.627673174
35,0.519833333,9.169057702
35,0.158666667,6.423066872
35,0.223833333,2.261781256
35,0.460666667,2.86790287
35,0.841333333,5.011353502
35,0.420833333,4.687458656
35,0.287833333,3.442515962
35,0.1785,2.077959225
35,0.314,4.752243017
35,0.1465,5.635837657
35,0.159,1.762722363
35,0.541,10.89741069
35,1.135166667,10.11988624
35,0.131666667,2.570552518
35,0.148166667,8.40963409
36,0.813166667,9.385048213
36,0.144166667,8.392685936
36,0.739,13.55956133
36,1.167833333,18.26909431
36,0.0605,10.78353279
36,0.2395,2.26411903
36,0.576833333,4.270449745
36,1.194666667,11.36275846
36,0.239833333,21.75928143
36,0.299,3.346845035
36,0.627833333,13.50198623
36,0.808666667,10.09531317
36,0.353833333,1.027150318
36,0.170833333,8.376567979
36,0.478833333,22.39595517
36,1.023833333,9.662550412
36,0.232666667,2.540186118
37,0.256333333,8.642408838
37,0.622166667,13.89707345
37,0.1,12.98704336
37,0.144,9.455964983
37,0.5925,14.09043602
37,0.845833333,15.75011746
37,0.118,24.23215163
37,0.164,13.9651125
37,0.459666667,19.67466205
37,0.726,13.39003634
37,0.102333333,17.75124152
37,0.1335,12.07353073
37,0.584,25.41207773
37,1.209833333,15.63695139
37,0.206666667,7.214140813
37,0.090333333,25.58926986
37,0.331333333,14.23063967
37,0.818333333,17.47670883
37,0.114666667,20.14183704
37,0.190833333,5.978576028
38,1.925018025,98.82352941
38,2.426099495,69.85294118
38,2.451333814,60.14705882
38,2.858687815,54.70588235
38,2.862292718,39.11764706
38,3.056957462,48.23529412
38,3.096611391,62.79411765
38,3.457101658,59.26470588
38,3.503965393,50.44117647
38,3.258832012,41.02941176
38,3.457101658,38.82352941
38,3.457101658,29.85294118
38,3.795962509,61.47058824
38,4.02667628,70.88235294
38,4.098774333,57.20588235
38,4.192501802,50.44117647
38,4.160057678,48.23529412
38,4.592645999,55.14705882
39,2.065609229,31.91176471
39,1.827685652,32.20588235
39,1.73035328,27.05882353
39,1.701514059,28.08823529
39,1.802451334,21.61764706
39,1.802451334,18.08823529
39,1.66186013,16.47058824
39,1.596971882,24.85294118
39,1.427541456,23.82352941
39,1.431146359,29.11764706
39,1.467195386,29.55882353
39,1.496034607,33.23529412
39,1.596971882,31.61764706
39,1.802451334,41.17647059
39,1.564527758,47.05882353
39,1.427541456,49.55882353
39,1.39149243,46.47058824
39,1.427541456,41.17647059
39,1.261715934,43.82352941
39,1.160778659,46.61764706
39,1.02739726,52.64705882
39,1.261715934,54.85294118
39,1.492429704,57.79411765
39,1.063446287,56.02941176
39,1.301369863,54.26470588
39,1.532083634,48.97058824
39,1.802451334,29.11764706
40,3.893294881,13.67647059
40,4.163662581,34.41176471
40,3.795962509,39.41176471
40,3.460706561,35.58823529
40,2.79740447,38.38235294
40,2.966834895,42.05882353
40,3.028118241,21.32352941
40,2.656813266,15.88235294
40,2.559480894,21.17647059
40,2.624369142,35.88235294
40,2.224224946,29.41176471
40,2.090843547,34.85294118
40,2.191780822,38.38235294
40,2.09444845,44.26470588
40,2.126892574,52.05882353
40,2.429704398,46.61764706
40,2.591925018,48.97058824
40,2.725306417,42.94117647
40,2.79740447,60.58823529
40,2.822638789,64.26470588
40,2.487382841,70.29411765
40,2.325162221,67.64705882
40,2.325162221,57.94117647
40,1.6222062,63.67647059
40,1.6222062,66.32352941
40,1.759192502,72.64705882
40,1.791636626,77.94117647
40,1.759192502,81.47058824
40,1.492429704,96.02941176
40,1.528478731,99.41176471
40,1.261715934,117.0588235
40,1.056236482,115.2941176
40,0.991348234,99.41176471
40,1.186012978,93.67647059
40,1.225666907,93.23529412
40,1.186012978,76.61764706
40,1.456380678,74.11764706
40,1.423936554,67.35294118
40,1.456380678,61.02941176
40,1.261715934,62.20588235
40,1.12112473,66.91176471
40,1.056236482,75.29411765
40,1.330209084,54.11764706
40,1.186012978,54.41176471
40,1.225666907,49.41176471
40,1.496034607,47.64705882
40,1.560922855,50.73529412
40,1.528478731,48.52941176
40,1.600576784,43.08823529
40,1.66186013,41.17647059
40,1.557317952,40.58823529
40,1.02739726,40.44117647
40,0.955299207,31.02941176
40,1.160778659,44.55882353
40,0.522710887,64.70588235
40,0.951694304,68.97058824
40,1.726748378,46.32352941
41,8.2,5.962610896
41,6.95,5.185482054
41,6.5,5.632307875
41,5.888888889,3.518118696
41,7.6,5.425980639
41,5.444444444,4.656090813
41,5.586666667,4.46293388
41,9.166666667,5.429410495
41,6.422222222,4.967567339
41,4.6,3.927921732
41,4.5,2.768100108
41,6.555555556,3.965198253
41,1.5375,6.625185537
41,4.216666667,4.015244976
41,1.158333333,4.26305035
41,1.266666667,5.625707528
41,2.366666667,3.305767574
41,1.083333333,4.376806289
41,1.166666667,4.181104553
41,3.45,4.004409772
41,2.141666667,4.726572083
41,4.766666667,3.311265686
41,2.366666667,5.860038657
41,1.45,6.746195385
41,4.833333333,4.743549879
41,2.3,4.29206403
41,2.6,4.46388932
41,1.216666667,4.682337112
41,3.266666667,4.180854656
41,2,4.866181484
41,8.333333333,3.036815841
41,1.8375,5.421952577
41,0.633333333,2.908689288
41,1.1,5.558606083
41,4.75,6.335102181
41,5.822222222,4.280686596
41,3.383333333,4.39028629
41,3.1375,4.862436119
41,2.3375,4.641277789
41,2.716666667,4.082607977
41,3.122222222,4.552122508
41,3.233333333,5.057179187
41,3.108333333,4.573649591
41,2.016666667,4.627930502
41,1.583333333,4.387410508
41,1.091666667,4.44311559
41,1.983333333,5.63419207
41,2.008333333,6.136165005
41,1.158333333,6.915895058
41,0.8125,6.13031601
41,0.858333333,5.090565559
41,0.525,4.09866492
41,0.491666667,4.441398965
41,0.641666667,5.531040199
41,0.633333333,4.323910913
41,0.775,3.684100736
41,0.575,4.256596245
41,0.9875,2.643422377
41,0.933333333,3.923927769
41,0.45,2.514538068
42,3.1,8.81611
42,1.38,5.7691
42,3.63,12.7182
42,2.58,4.49848
42,1.76,2.79359
42,1.16,7.15084
42,3.73,9.30782
42,1.22,3.56045
42,2.19,7.93646
42,0.97,5.63899
42,1.18,8.24275
42,1.45,5.41418
42,2.32,3.13518
42,1.5,4.0819
42,1.96,5.9143
42,0.64,5.41409
42,1.08,9.51844
42,3.42,13.22451
42,0.96,4.43894
42,1.96,5.97764
42,1.33,4.82134
42,0.97,8.28146
42,1.9,6.7003
42,0.9,4.0708
42,1.17,5.35122
42,0.67,6.87434
42,0.39,7.98634
42,0.7,7.89404
42,1.54,5.9299
42,0.66,8.25701
42,3.53,10.51712
42,2.55,3.89238
42,2.03,5.78504
42,2.05,3.9535
42,3.52,8.65909
42,1.25,3.34819
42,4.68,5.0216
42,3.3,8.89445
42,2.68,5.29342
42,1.48,2.52427
42,1.12,3.39166
42,4.18,6.79989
42,3.3,5.30978
42,1.83,7.03465
42,4.1,5.96483
42,1.6,8.58965
42,1.88,6.87407
42,5,7.79222
42,6.04,6.09654
42,5.58,6.70371
42,8.87,5.80788
42,5.667,5.355
42,7,4.33706
42,6.67,11.14742
42,6.6,6.46047
42,6.63,12.58847
42,6.4,9.5865
42,7.63,9.02874
42,7.87,5.43557
42,10.23,3.47603
42,9.59,12.86659
42,8.41,10.57531
42,5.84,10.53988
42,5.72,12.32161
42,4.47,4.35556
42,2.35,4.75147
42,2.32,5.0444
42,1.1,7.68806
42,1.62,4.186
42,2.66,6.3006
42,1.68,5.21902
43,1.944444444,9.852705723
43,1.344444444,18.45476904
43,2.3,5.758159652
43,1.775,14.21442304
43,3.333333333,8.547041759
43,1.633333333,10.73062372
43,0.866666667,7.300245124
43,1.491666667,14.83058041
43,1.841666667,13.86613939
43,2.555555556,3.461415885
43,2.977777778,13.73641217
43,3.083333333,11.44122437
43,3.983333333,12.62175438
43,3.833333333,13.88576409
43,4.583333333,14.43522832
43,2.666666667,7.993140827
43,1.866666667,12.98618343
43,1,17.74357345
43,1.541666667,12.34124138
43,4.233333333,13.00258037
43,1.233333333,11.77615349
43,0.475,9.954490081
43,2.088888889,10.57388423
43,0.916666667,16.51415513
43,0.9,15.46718824
43,1.5,11.58674582
43,0.8,9.127337043
43,1.475,12.21611199
43,1.641666667,16.22355457
43,1.708333333,11.11545267
43,2.208333333,8.69038625
43,1.516666667,10.74940504
43,3.116666667,7.565899083
43,3.416666667,11.00886302
43,1.375,15.09847775
43,3.716666667,12.50799139
43,2.844444444,13.42912426
43,1.141666667,17.06118794
43,1.441666667,10.1703242
43,0.875,10.25045765
43,1.433333333,18.34477614
43,0.65,10.14652881
43,1.058333333,9.754649623
43,1.225,15.20155321
43,1.566666667,14.12789942
43,1.15,6.233963734
43,2.008333333,11.81299623
43,0.8,17.73773883
43,1.45,14.73691959
43,1.45,5.626743798
43,2,14.04564336
43,2.075,12.98688811
43,1.616666667,6.885407191
43,2.333333333,10.67893472
43,0.877777778,7.750281941
43,1.044444444,14.72806817
43,3.825,7.212931555
43,4.35,12.05019542
43,5.866666667,5.905674058
43,5.022222222,19.28032977
43,4.2,19.08995911
43,8.666666667,11.56751494
43,9.066666667,12.37175661
43,7.866666667,16.65722477
43,3.516666667,7.949614448
43,6.333333333,12.65729033
43,4.733333333,18.21357872
44,2.416666667,20.30326756
44,2.033333333,22.83656716
44,0.8375,10.06752465
44,0.875,9.698356038
44,3.044444444,15.16073388
44,2.0875,12.2164086
44,1.1,10.07748054
44,1.875,11.33852387
44,1.358333333,6.939556821
44,1.458333333,7.32445448
44,1.633333333,6.360289704
44,1.716666667,5.207630626
44,1.641666667,9.71617367
